,SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1706,1269220,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1707,1269221,OIL,000000-00-0,,1.48,GALLON(S),OIL: CRUDE,YES,1.48,GALLON(S)
1708,1269222,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1709,1269223,JPO,000000-00-0,,30.0,GALLON(S),JET FUEL: JP-1,YES,0.0,UNKNOWN AMOUNT
1710,1269224,BSS,000000-00-0,,2.0,GALLON(S),BILGE SLOPS,YES,2.0,GALLON(S)
1711,1269225,OUN,000000-00-0,,3.0,DROP(S),UNKNOWN OIL,YES,3.0,DROP(S)
1712,1269226,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1713,1269227,OVG,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, EDIBLE: VEGETABLE (GREASE)",YES,0.0,UNKNOWN AMOUNT
1714,1269228,NCC,000000-00-0,,1.0,GALLON(S),ANALIYZER GAS,NO,,
1715,1269230,ODS,000000-00-0,,2915.0,GALLON(S),OIL: DIESEL,NO,,
1716,1269231,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
1717,1269232,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1718,1269233,ODS,000000-00-0,,25.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1719,1269233,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1720,1269234,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1721,1269235,SFD,000000-00-0,,2480.0,POUND(S),SULFUR DIOXIDE,NO,,
1722,1269236,NCC,000000-00-0,,2744.0,POUND(S),NITROGEN OXIDE,NO,,
1723,1269238,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1724,1269241,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1725,1269242,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1726,1269244,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN ODOR,NO,,
1727,1269246,ODS,000000-00-0,,200.0,GALLON(S),OIL: DIESEL,NO,,
1728,1269247,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1729,1269249,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL (FEDEX PACKAGES),NO,,
1730,1269250,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1731,1269253,ODS,000000-00-0,,200.0,GALLON(S),OIL: DIESEL,NO,,
1732,1269255,OVG,000000-00-0,,50.0,GALLON(S),"OIL, EDIBLE: VEGETABLE",YES,50.0,GALLON(S)
1733,1269256,OTH,000000-00-0,,0.5,CUP(S),HYDROCARBONS,YES,0.5,CUP(S)
1734,1269257,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1735,1269257,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1736,1269259,ODS,000000-00-0,,1.0,GALLON(S),OIL: DIESEL,YES,1.0,QUART(S)
1737,1269261,GAS,000000-00-0,,0.06,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1738,1269262,OIL,000000-00-0,,3.72,GALLON(S),OIL: CRUDE,YES,3.72,GALLON(S)
1739,1269264,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1740,1269265,ODS,000000-00-0,,5.0,GALLON(S),OIL: DIESEL,YES,5.0,GALLON(S)
1741,1269267,POX,000075-56-9,,200.0,POUND(S),PROPYLENE OXIDE,NO,,
1742,1269268,ODS,000000-00-0,,200.0,GALLON(S),OIL: DIESEL,NO,,
1743,1269269,OIL,000000-00-0,,1.32,TEASPOON(S),OIL: CRUDE,YES,1.32,TEASPOON(S)
1744,1269271,OIL,000000-00-0,,2.0,BARREL(S),OIL: CRUDE,YES,2.0,BARREL(S)
1745,1269272,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,DE-ICING CHEMICALS,YES,0.0,UNKNOWN AMOUNT
1746,1269273,OLB,000000-00-0,,35.0,GALLON(S),"OIL, MISC: LUBRICATING",YES,35.0,GALLON(S)
1747,1269274,OTF,000000-00-0,,25.0,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1748,1269275,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1749,1269276,TOL,000108-88-3,,0.0,UNKNOWN AMOUNT,TOLUENE,YES,0.0,UNKNOWN AMOUNT
1750,1269277,STY,000100-42-5,,1.0,GALLON(S),STYRENE (MONOMER),YES,1.0,GALLON(S)
1751,1269278,AMA,007664-41-7,,1178.0,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1752,1269279,GAS,000000-00-0,,15.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5.0,GALLON(S)
1753,1269280,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,BLACK WATER (SEWAGE),YES,0.0,UNKNOWN AMOUNT
1754,1269281,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1755,1269282,OMN,000000-00-0,,80.0,GALLON(S),"OIL, MISC: MINERAL",YES,80.0,GALLON(S)
1756,1269283,NCC,000000-00-0,,22.0,BARREL(S),PRODUCED WATER,NO,,
1757,1269283,OIL,000000-00-0,,2.0,BARREL(S),OIL: CRUDE,NO,,
1758,1269284,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1759,1269285,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1760,1269286,GAS,000000-00-0,,100.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,100.0,GALLON(S)
1761,1269287,ODS,000000-00-0,,2800.0,GALLON(S),OIL: DIESEL,YES,100.0,GALLON(S)
1762,1269288,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1763,1269290,OTH,000000-00-0,,1.0,CUP(S),OTHER OIL - OILY MIXTURE,YES,1.0,CUP(S)
1764,1269291,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1765,1269292,CCW,000000-00-0,,0.0,UNKNOWN AMOUNT,CREOSOTE,YES,0.0,UNKNOWN AMOUNT
1766,1269293,OUN,000000-00-0,,1.0,GALLON(S),UNKNOWN OIL,YES,1.0,GALLON(S)
1767,1269294,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1768,1269296,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0.0,UNKNOWN AMOUNT
1769,1269298,ASP,000000-00-0,,0.0,UNKNOWN AMOUNT,ASPHALT,YES,0.0,UNKNOWN AMOUNT
1770,1269298,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1771,1269299,OTW,000000-00-0,,2.0,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1772,1269300,OHY,000000-00-0,,5.0,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1773,1269301,DZB,000000-00-0,,150.0,BARREL(S),DRILLING BRINE (WITH ZINC SALTS),NO,,
1774,1269302,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN CHEMICALS,NO,,
1775,1269303,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CREOSOTE SOAKED RAILROAD TIES,NO,,
1776,1269304,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1777,1269305,OIL,000000-00-0,,2.0,BARREL(S),OIL: CRUDE,NO,,
1778,1269306,SFA,007664-93-9,,1000.0,GALLON(S),SULFURIC ACID,NO,,
1779,1269308,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1780,1269309,OTH,000000-00-0,,12.51,BARREL(S),OTHER OIL - BUNKER OIL,YES,12.51,BARREL(S)
1781,1269310,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CAR WASH CHEMICALS,YES,0.0,UNKNOWN AMOUNT
1782,1269311,ARL,000107-02-8,,10.0,GALLON(S),ACROLEIN,NO,,
1783,1269312,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1784,1269314,JPV,000000-00-0,,30.0,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",YES,1.0,GALLON(S)
1785,1269315,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1786,1269316,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
1787,1269317,OHY,000000-00-0,,5.0,GALLON(S),"HYDRAULIC OIL, BIODEGRADABLE",YES,1.0,PINT(S)
1788,1269318,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
1789,1269319,NCC,000000-00-0,,120.0,GALLON(S),AFFF,YES,120.0,GALLON(S)
1790,1269320,NCC,000000-00-0,,5300.0,BARREL(S),PRODUCED WATER,YES,0.0,UNKNOWN AMOUNT
1791,1269320,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
1792,1269321,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1793,1269324,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1794,1269325,ODS,000000-00-0,,100.0,GALLON(S),OIL: DIESEL,NO,,
1795,1269326,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1796,1269327,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,LACQUER,NO,,
1797,1269328,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1798,1269329,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1799,1269331,VCM,000075-01-4,,0.0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
1800,1269334,LTM,000000-00-0,,900.0,POUND(S),LITHIUM BATTERY,NO,,
1801,1269334,NCC,000000-00-0,,50.0,GALLON(S),FIRE FIGHTING FOAM,NO,,
1802,1269334,NCC,000000-00-0,,120000.0,GALLON(S),WATER,NO,,
1803,1269338,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1804,1269339,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1805,1269340,BNZ,000071-43-2,,0.0,UNKNOWN AMOUNT,BENZENE,NO,,
1806,1269341,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1807,1269342,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",NO,,
1808,1269345,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1809,1269346,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1810,1269347,OOD,000000-00-0,,20.0,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0.0,UNKNOWN AMOUNT
1811,1269348,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1812,1269349,OIL,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0.0,UNKNOWN AMOUNT
1813,1269350,JPO,000000-00-0,,0.0,UNKNOWN AMOUNT,JET FUEL: JP-1 (KEROSENE),UNKNOWN,0.0,UNKNOWN AMOUNT
1814,1269352,OIL,000000-00-0,,3.0,TEASPOON(S),OIL: CRUDE,YES,3.0,TEASPOON(S)
1815,1269353,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1816,1269354,AMA,007664-41-7,,0.0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1817,1269355,DZB,000000-00-0,,0.0,UNKNOWN AMOUNT,DRILLING BRINE (WITH ZINC SALTS),NO,,
1818,1269356,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1819,1269357,OIL,000000-00-0,,35.0,BARREL(S),OIL: CRUDE,NO,,
1820,1269357,OTH,000000-00-0,,90.0,BARREL(S),PRODUCTION WATER,NO,,
1821,1269360,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1822,1269360,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1823,1269360,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1824,1269360,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL (ENGINE FLUIDS),YES,0.0,UNKNOWN AMOUNT
1825,1269361,NCC,000000-00-0,,8.0,OUNCE(S),LITHIUM ION,NO,,
1826,1269364,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1827,1269366,OHY,000000-00-0,,20.0,GALLON(S),HYDRAULIC OIL,YES,20.0,GALLON(S)
1828,1269367,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
1829,1269368,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1830,1269369,OHY,000000-00-0,,10.0,GALLON(S),HYDRAULIC OIL,YES,10.0,GALLON(S)
1831,1269370,OHY,000000-00-0,,2.0,CUP(S),HYDRAULIC OIL,YES,2.0,CUP(S)
1832,1269371,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0.0,UNKNOWN AMOUNT
1833,1269372,PAC,007664-38-2,,1650.0,GALLON(S),PHOSPHORIC ACID,NO,,
1834,1269373,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1835,1269374,OHY,000000-00-0,,100.0,GALLON(S),HYDRAULIC OIL,YES,100.0,GALLON(S)
1836,1269375,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1837,1269378,OTH,000000-00-0,,24.0,GALLON(S),KLUBER BIO EG2-15,UNKNOWN,0.0,UNKNOWN AMOUNT
1838,1269383,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1839,1269384,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
1840,1269385,ODS,000000-00-0,,1.5,GALLON(S),OIL: DIESEL,YES,1.5,GALLON(S)
1841,1269386,ODS,000000-00-0,,10.0,GALLON(S),OIL: DIESEL,YES,10.0,GALLON(S)
1842,1269387,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1843,1269388,OTH,000000-00-0,,500.0,GALLON(S),DISTILLER CORN OIL,YES,250.0,GALLON(S)
1844,1269389,OHY,000000-00-0,,8.0,OUNCE(S),HYDRAULIC OIL,YES,8.0,OUNCE(S)
1845,1269391,GOC,000000-00-0,,3.0,GALLON(S),GAS OIL: CRACKED,NO,,
1846,1269392,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1847,1269393,OUN,000000-00-0,,0.5,QUART(S),UNKNOWN OIL,YES,0.5,QUART(S)
1848,1269394,OUN,000000-00-0,,1.0,GALLON(S),UNKNOWN OIL,YES,1.0,GALLON(S)
1849,1269396,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1850,1269397,OOD,000000-00-0,,0.5,CUP(S),"OIL, FUEL: NO. 1-D",YES,0.25,CUP(S)
1851,1269398,NCC,000000-00-0,,0.5,GALLON(S),ANALIYZER GAS,NO,,
1852,1269399,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1853,1269400,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1854,1269401,OIL,000000-00-0,,20.0,BARREL(S),OIL: CRUDE,NO,,
1855,1269401,OTH,000000-00-0,,980.0,BARREL(S),PRODUCED WATER,NO,,
1856,1269403,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
1857,1269404,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0.0,UNKNOWN AMOUNT
1858,1269405,OTH,000000-00-0,,1.0,GALLON(S),OTHER OIL - GREASE SUBSTANCE,YES,0.5,GALLON(S)
1859,1269406,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1860,1269407,OIL,000000-00-0,,0.6,OUNCE(S),OIL: CRUDE,YES,0.6,OUNCE(S)
1861,1269408,ODS,000000-00-0,,45.0,GALLON(S),OIL: DIESEL,NO,,
1862,1269409,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1863,1269410,ONG,000000-00-0,,0.0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1864,1269411,OTB,000000-00-0,,1.0,CUP(S),"OIL, MISC: TURBINE",YES,1.0,CUP(S)
1865,1269412,OIL,000000-00-0,,20.0,BARREL(S),OIL: CRUDE,UNKNOWN,0.0,UNKNOWN AMOUNT
1866,1269413,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,CLASS 1 INDUSTRIAL WASTE,NO,,
1867,1269413,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,FIRE FIGHTING WATER,NO,,
1868,1269413,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,IBC PLASTIC,NO,,
1869,1269414,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1870,1269414,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1871,1269415,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1872,1269416,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1873,1269417,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL,NO,,
1874,1269418,ODS,000000-00-0,,5.0,GALLON(S),OIL: DIESEL,YES,5.0,GALLON(S)
1875,1269419,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0.0,UNKNOWN AMOUNT
1876,1269420,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1877,1269421,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
1878,1269422,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1879,1269424,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
1880,1269425,GAS,000000-00-0,,45.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1881,1269427,NCC,000000-00-0,,319.0,GALLON(S),RAW SEWAGE,YES,319.0,GALLON(S)
1882,1269428,GAS,000000-00-0,,40.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1883,1269429,OTH,000000-00-0,,0.5,GALLON(S),SYNTHETIC DRILLING MUD,YES,0.5,GALLON(S)
1884,1269430,OHY,000000-00-0,,1.0,PINT(S),HYDRAULIC OIL,NO,,
1885,1269431,EAL,000000-00-0,,500.0,GALLON(S),ETHANOL (ALCOHOLS NOS),NO,,
1886,1269432,NCC,000000-00-0,,30000.0,GALLON(S),LEAD BASE PAINT,YES,0.0,UNKNOWN AMOUNT
1887,1269433,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1888,1269434,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1889,1269435,OUN,000000-00-0,,2.0,OUNCE(S),UNKNOWN OIL,YES,2.0,OUNCE(S)
1890,1269436,ETL,000000-00-0,,0.0,UNKNOWN AMOUNT,ETHYLENE OXIDES,NO,,
1891,1269437,JPE,000000-00-0,,20.0,GALLON(S),JET FUEL: JP-8,YES,20.0,GALLON(S)
1892,1269437,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,HALON,NO,,
1893,1269441,RFG,000000-00-0,,0.0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
1894,1269443,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1895,1269444,NCC,000000-00-0,,3000.0,GALLON(S),(RUM) ALCOHOL,NO,,
1896,1269445,OIL,000000-00-0,,1.0,GALLON(S),OIL: CRUDE,YES,1.0,GALLON(S)
1897,1269446,GAS,000000-00-0,,10.0,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.0,UNKNOWN AMOUNT
1898,1269448,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1899,1269449,UNK,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0.0,UNKNOWN AMOUNT
1900,1269450,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ROCK,NO,,
1901,1269451,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1902,1269452,SHD,001310-73-2,,190.0,GALLON(S),SODIUM HYDROXIDE,NO,,
1903,1269453,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1904,1269455,OTB,000000-00-0,,1.0,CUP(S),"OIL, MISC: TURBINE",YES,1.0,CUP(S)
1905,1269456,OUN,000000-00-0,,200.0,GALLON(S),UNKNOWN OIL,YES,200.0,GALLON(S)
1906,1269458,BSS,000000-00-0,,0.0,UNKNOWN AMOUNT,BILGE SLOPS,YES,0.0,UNKNOWN AMOUNT
1907,1269459,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0.0,UNKNOWN AMOUNT
1908,1269459,ODS,000000-00-0,,0.0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0.0,UNKNOWN AMOUNT
1909,1269460,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ASBESTOS,NO,,
1910,1269462,OOD,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",NO,,
1911,1269463,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1912,1269464,ODS,000000-00-0,,50.0,GALLON(S),OIL: DIESEL,NO,,
1913,1269465,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1914,1269466,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1915,1269467,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1916,1269469,EGL,000107-21-1,,0.0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0.0,UNKNOWN AMOUNT
1917,1269469,OMT,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0.0,UNKNOWN AMOUNT
1918,1269469,OTH,000000-00-0,,0.0,UNKNOWN AMOUNT,OTHER OIL (TRANSMISSION FLUID),UNKNOWN,0.0,UNKNOWN AMOUNT
1919,1269472,OIL,000000-00-0,,1.63,GALLON(S),OIL: CRUDE,YES,1.63,GALLON(S)
1920,1269473,OHY,000000-00-0,,15.0,LITER(S),HYDRAULIC OIL,UNKNOWN,0.0,UNKNOWN AMOUNT
1921,1269474,OHY,000000-00-0,,10.0,GALLON(S),HYDRAULIC OIL,YES,2.0,GALLON(S)
1922,1269475,OTD,000000-00-0,,1.0,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1.0,GALLON(S)
1923,1269477,GAS,000000-00-0,,0.0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1924,1269478,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1925,1269479,OHY,000000-00-0,,0.0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0.0,UNKNOWN AMOUNT
1926,1269480,NCC,000000-00-0,,0.0,UNKNOWN AMOUNT,ACRYLABS 2100B ROOF COATING (ACRYLIC POLIMER BASED),YES,0.0,UNKNOWN AMOUNT
1927,1269481,OTW,000000-00-0,,0.0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0.0,UNKNOWN AMOUNT
1928,1269482,OIL,000000-00-0,,4.48,OUNCE(S),OIL: CRUDE,YES,4.48,OUNCE(S)
1929,1269483,OUN,000000-00-0,,0.0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.0,UNKNOWN AMOUNT
1930,1269485,JPO,000000-00-0,,0.0,UNKNOWN AMOUNT,JET FUEL: JP-1 (KEROSENE),NO,,
